well,tile,timepoint,condition,stimulation,n_neurons,mean_confidence_class0,std_confidence_class0,mean_confidence_class1,std_confidence_class1,fraction_predicted_class1
C4,1,T15,APPV717I,0ms,9,0.8821435,0.29056567,0.11785652,0.2905657,0.1111111111111111
C4,2,T0,APPV717I,10000ms,40,0.387404,0.3890613,0.612596,0.3890613,0.625
C4,2,T15,APPV717I,10000ms,40,0.84372026,0.30285394,0.15627971,0.30285394,0.175
C4,3,T0,APPV717I,10000ms,46,0.31786346,0.36809367,0.68213654,0.36809367,0.6956521739130435
C4,3,T15,APPV717I,10000ms,46,0.76194113,0.311439,0.23805882,0.311439,0.2391304347826087
C4,4,T0,APPV717I,0ms,25,0.22559883,0.3426326,0.7744012,0.3426326,0.84
C4,4,T15,APPV717I,0ms,25,0.8593831,0.2912205,0.14061694,0.2912205,0.12
C7,1,T0,APPV717I,0ms,13,0.16414136,0.22492138,0.83585864,0.22492139,0.8461538461538461
C7,1,T15,APPV717I,0ms,13,0.76396537,0.3595862,0.2360346,0.3595862,0.23076923076923078
C7,2,T0,APPV717I,10000ms,36,0.15700418,0.24108653,0.8429958,0.24108653,0.8611111111111112
C7,2,T15,APPV717I,10000ms,36,0.80232215,0.29524982,0.19767779,0.29524982,0.19444444444444445
C7,3,T0,APPV717I,10000ms,36,0.22564466,0.29576552,0.7743553,0.29576552,0.7777777777777778
C7,3,T15,APPV717I,10000ms,36,0.86261,0.23174176,0.13739002,0.23174176,0.1111111111111111
C7,4,T0,APPV717I,0ms,24,0.21251708,0.2607159,0.7874829,0.2607159,0.75
C7,4,T15,APPV717I,0ms,24,0.78016263,0.3303657,0.21983741,0.3303657,0.20833333333333334
D11,1,T0,APPV717I,0ms,9,0.37516075,0.39977068,0.62483925,0.39977065,0.6666666666666666
D11,1,T15,APPV717I,0ms,9,0.6282455,0.42976424,0.37175453,0.42976424,0.3333333333333333
D11,2,T0,APPV717I,10000ms,32,0.07147199,0.18551911,0.928528,0.18551911,0.9375
D11,2,T15,APPV717I,10000ms,32,0.80423003,0.3125974,0.19576997,0.3125974,0.15625
D11,3,T0,APPV717I,10000ms,39,0.15994368,0.2557433,0.8400563,0.2557433,0.8461538461538461
D11,3,T15,APPV717I,10000ms,39,0.74759835,0.33019856,0.25240165,0.33019856,0.23076923076923078
D11,4,T0,APPV717I,0ms,46,0.1833949,0.31368473,0.8166051,0.3136847,0.8478260869565217
D11,4,T15,APPV717I,0ms,46,0.7187521,0.33813107,0.2812479,0.33813107,0.30434782608695654
D4,1,T0,APPV717I,0ms,24,0.464938,0.379776,0.535062,0.379776,0.5
D4,1,T15,APPV717I,0ms,24,0.7761074,0.27009895,0.22389264,0.27009895,0.125
D4,2,T0,APPV717I,10000ms,42,0.3944636,0.37247878,0.60553634,0.37247878,0.5952380952380952
D4,2,T15,APPV717I,10000ms,42,0.82745713,0.23607846,0.17254281,0.23607846,0.11904761904761904
D4,3,T0,APPV717I,10000ms,42,0.47347522,0.3994616,0.52652484,0.3994616,0.5238095238095238
D4,3,T15,APPV717I,10000ms,42,0.8453355,0.23237278,0.15466455,0.23237278,0.11904761904761904
D4,4,T0,APPV717I,0ms,36,0.49140012,0.4104124,0.5085999,0.4104124,0.4722222222222222
D4,4,T15,APPV717I,0ms,36,0.7958365,0.27044836,0.20416349,0.27044836,0.16666666666666666
D7,1,T0,APPV717I,0ms,7,0.18022516,0.3541802,0.8197748,0.3541802,0.8571428571428571
D7,1,T15,APPV717I,0ms,7,0.85844845,0.28008604,0.14155161,0.28008604,0.14285714285714285
D7,2,T0,APPV717I,10000ms,27,0.33300534,0.37686414,0.66699463,0.37686417,0.7037037037037037
D7,2,T15,APPV717I,10000ms,27,0.91986924,0.14341679,0.08013072,0.14341679,0.037037037037037035
D7,3,T0,APPV717I,10000ms,37,0.25949928,0.37513924,0.7405007,0.37513924,0.8108108108108109
D7,3,T15,APPV717I,10000ms,37,0.87430996,0.26896802,0.12569004,0.26896805,0.10810810810810811
