well,tile,timepoint,condition,stimulation,n_neurons,mean_confidence_class0,std_confidence_class0,mean_confidence_class1,std_confidence_class1,fraction_predicted_class1
I19,2,T0,APPV717I,10000ms,21,0.6410604,0.16202782,0.3589396,0.16202784,0.047619047619047616
I19,2,T15,APPV717I,10000ms,21,0.56063914,0.26646292,0.43936086,0.26646292,0.3333333333333333
I19,3,T0,APPV717I,10000ms,20,0.63709086,0.21231078,0.3629091,0.21231078,0.25
I19,3,T15,APPV717I,10000ms,20,0.5402097,0.29423517,0.4597903,0.29423517,0.35
I19,4,T0,APPV717I,0ms,42,0.698028,0.18843555,0.30197197,0.18843555,0.14285714285714285
I19,4,T15,APPV717I,0ms,42,0.61221904,0.22754481,0.38778096,0.22754481,0.23809523809523808
I2,1,T0,APPV717I,0ms,5,0.7484511,0.12054711,0.25154895,0.120547116,0.0
I2,1,T15,APPV717I,0ms,5,0.6065139,0.16097876,0.39348608,0.1609788,0.4
I2,2,T0,APPV717I,10000ms,43,0.68640304,0.21681908,0.31359693,0.21681908,0.20930232558139536
I2,2,T15,APPV717I,10000ms,43,0.6312525,0.27767542,0.36874744,0.27767542,0.20930232558139536
I2,3,T0,APPV717I,10000ms,55,0.7193316,0.15942448,0.28066838,0.15942448,0.05454545454545454
I2,3,T15,APPV717I,10000ms,55,0.64947975,0.2576969,0.35052028,0.2576969,0.21818181818181817
I2,4,T0,APPV717I,0ms,37,0.65169823,0.2124993,0.3483018,0.21249929,0.21621621621621623
I2,4,T15,APPV717I,0ms,37,0.52352315,0.30160236,0.47647682,0.30160236,0.32432432432432434
I20,1,T0,APPV717I,0ms,29,0.65227926,0.22231546,0.34772077,0.22231548,0.20689655172413793
I20,1,T15,APPV717I,0ms,29,0.65068185,0.23176578,0.34931818,0.23176578,0.1724137931034483
I20,2,T0,APPV717I,10000ms,39,0.677766,0.18817401,0.32223395,0.18817401,0.20512820512820512
I20,2,T15,APPV717I,10000ms,39,0.61863005,0.23012725,0.38136995,0.23012725,0.2564102564102564
I20,3,T0,APPV717I,10000ms,44,0.6935263,0.19336635,0.3064737,0.19336635,0.13636363636363635
I20,3,T15,APPV717I,10000ms,44,0.64729553,0.21799539,0.35270447,0.21799539,0.22727272727272727
I20,4,T0,APPV717I,0ms,38,0.6488655,0.22399186,0.3511345,0.22399186,0.15789473684210525
I20,4,T15,APPV717I,0ms,38,0.60298634,0.23177731,0.39701363,0.23177731,0.3157894736842105
I22,1,T0,APPV717I,0ms,39,0.737255,0.13443796,0.26274505,0.13443796,0.07692307692307693
I22,1,T15,APPV717I,0ms,39,0.7323591,0.14675231,0.26764092,0.14675231,0.10256410256410256
I22,2,T0,APPV717I,10000ms,47,0.7323054,0.14631522,0.26769456,0.14631522,0.0851063829787234
I22,2,T15,APPV717I,10000ms,47,0.65445,0.20836382,0.34555,0.20836382,0.2127659574468085
I22,3,T0,APPV717I,10000ms,18,0.7148087,0.19605368,0.28519133,0.1960537,0.1111111111111111
I22,3,T15,APPV717I,10000ms,18,0.6278941,0.2343076,0.37210593,0.2343076,0.2777777777777778
I22,4,T0,APPV717I,0ms,50,0.6849526,0.19649832,0.31504738,0.19649832,0.16
I22,4,T15,APPV717I,0ms,50,0.6440621,0.21884008,0.35593787,0.21884008,0.22
I23,1,T0,APPV717I,0ms,17,0.6717364,0.20674111,0.32826352,0.20674111,0.11764705882352941
I23,1,T15,APPV717I,0ms,17,0.60235286,0.27855504,0.39764714,0.27855504,0.29411764705882354
I23,2,T0,APPV717I,10000ms,25,0.6459219,0.2017405,0.35407814,0.2017405,0.16
I23,2,T15,APPV717I,10000ms,25,0.52257586,0.26902393,0.47742417,0.26902393,0.36
I23,3,T0,APPV717I,10000ms,19,0.77262986,0.06452514,0.22737014,0.06452515,0.0
I23,3,T15,APPV717I,10000ms,19,0.52736074,0.29111403,0.4726393,0.29111403,0.3684210526315789
I23,4,T0,APPV717I,0ms,24,0.75610214,0.09443351,0.24389781,0.094433516,0.041666666666666664
I23,4,T15,APPV717I,0ms,24,0.46064684,0.3065389,0.5393532,0.3065389,0.4583333333333333
J21,1,T0,APPV717I,0ms,20,0.66230994,0.23058729,0.33769006,0.23058727,0.15
J21,1,T15,APPV717I,0ms,20,0.65548164,0.25190505,0.34451836,0.25190505,0.15
J21,2,T0,APPV717I,10000ms,32,0.71364474,0.21430336,0.28635523,0.21430337,0.09375
J21,2,T15,APPV717I,10000ms,32,0.6712972,0.24002649,0.32870284,0.24002649,0.21875
J21,3,T0,APPV717I,10000ms,26,0.6087074,0.27513418,0.39129257,0.27513418,0.3076923076923077
J21,3,T15,APPV717I,10000ms,26,0.60614604,0.2917436,0.39385396,0.2917436,0.2692307692307692
J21,4,T0,APPV717I,0ms,38,0.6762721,0.23022464,0.32372788,0.23022465,0.15789473684210525
J21,4,T15,APPV717I,0ms,38,0.65572155,0.22121103,0.34427842,0.22121103,0.15789473684210525
J4,1,T0,APPV717I,0ms,8,0.58547956,0.30767962,0.4145204,0.30767962,0.25
J4,1,T15,APPV717I,0ms,8,0.5119156,0.29626274,0.4880844,0.29626274,0.375
J4,2,T0,APPV717I,10000ms,29,0.64338225,0.26434526,0.35661775,0.26434526,0.1724137931034483
J4,2,T15,APPV717I,10000ms,29,0.5913945,0.24857277,0.4086055,0.24857277,0.1724137931034483
J4,3,T0,APPV717I,10000ms,37,0.71253,0.1579084,0.28746995,0.1579084,0.13513513513513514
J4,3,T15,APPV717I,10000ms,37,0.6347656,0.19608854,0.36523438,0.19608854,0.21621621621621623
J4,4,T0,APPV717I,0ms,31,0.70688146,0.16374391,0.2931185,0.1637439,0.12903225806451613
J4,4,T15,APPV717I,0ms,31,0.6825322,0.16013516,0.31746775,0.16013516,0.0967741935483871
J5,1,T0,APPV717I,0ms,4,0.66788715,0.26343507,0.33211285,0.26343507,0.25
J5,1,T15,APPV717I,0ms,4,0.7303512,0.19913825,0.2696488,0.19913825,0.25
J5,2,T0,APPV717I,10000ms,47,0.70296574,0.1938625,0.29703423,0.19386248,0.1702127659574468
J5,2,T15,APPV717I,10000ms,47,0.6624412,0.22212313,0.33755884,0.22212313,0.1702127659574468
